60.914832	59.531304
60.921074	59.494285
60.938207	59.459496
60.96637	59.425527
61.005338	59.392969
61.060619	59.360656
61.167132	59.299532
61.324892	59.188043
61.508352	59.053751
61.746076	58.898863
62.016713	58.737382
62.291513	58.582443
62.535491	58.455506
62.754913	58.352525
62.976253	58.255403
63.199921	58.163939
63.41994	58.07903
63.635867	57.999561
63.847428	57.929632
64.056078	57.870574
64.257888	57.825178
64.419875	57.822406
64.546398	57.887391
64.66556	57.996135
64.741538	58.132254
64.796726	58.28172
64.860967	58.436009
64.963996	58.570609
65.093759	58.687187
65.221551	58.800363
65.346443	58.908493
65.471725	59.011454
65.595283	59.109265
65.72444	59.201971
65.859559	59.28876
65.998312	59.364515
66.14153	59.428923
66.281414	59.476134
66.414894	59.50216
66.545454	59.523418
66.670507	59.539798
66.787845	59.549731
66.901009	59.55688
67.013169	59.561513
67.12473	59.564762
67.234862	59.567166
67.341504	59.567114
67.444694	59.561239
67.53751	59.545097
67.633395	59.506114
67.713058	59.458557
67.751068	59.412148
67.771915	59.359008
67.779131	59.303903
67.776934	59.250963
67.767955	59.203064
67.754901	59.155301
67.743712	59.10405
67.737913	59.054813
67.736134	59.013254
67.737526	58.981298
67.747451	58.955391
67.768208	58.938147
67.799049	58.932256
67.826469	58.948998
67.866069	58.977127
67.933285	59.005633
68.004916	59.041217
68.078579	59.078888
68.15709	59.117659
68.244294	59.156934
68.346138	59.208469
68.461823	59.273972
68.59073	59.339206
68.736631	59.400328
68.903014	59.454805
69.098587	59.497765
69.301127	59.538637
69.492231	59.591494
69.687675	59.648408
69.887259	59.703452
70.099333	59.75477
70.323052	59.804739
70.549433	59.854956
70.770776	59.904645
70.982627	59.953525
71.180652	59.993093
71.365994	60.024088
71.537082	60.053993
71.691487	60.07633
71.824426	60.089506
71.921177	60.101737
72.004407	60.103238
72.10819	60.066206
72.191093	60.014354
72.245566	59.966334
72.286495	59.916761
72.317149	59.867353
72.346183	59.81804
72.376453	59.768952
72.407806	59.720501
72.437018	59.673051
72.462873	59.626638
72.486633	59.581383
72.510127	59.540592
72.538298	59.505535
72.576191	59.476687
72.618815	59.45835
72.650031	59.465768
72.695617	59.482397
72.765725	59.497839
72.851307	59.519818
72.956129	59.550671
73.075286	59.593277
73.203767	59.634584
73.345961	59.676194
73.519279	59.712031
73.712907	59.745703
73.910874	59.796489
74.120795	59.854579
74.331347	59.917607
74.537604	59.982917
74.73418	60.043733
74.921114	60.099667
75.096685	60.151609
75.264474	60.198981
75.419093	60.244444
75.556157	60.287957
75.680057	60.328003
75.796835	60.377292
75.899648	60.432756
75.968877	60.498167
76.014181	60.570193
76.05214	60.629921
76.074308	60.684724
76.088635	60.735816
76.096048	60.785579
76.10276	60.837501
76.110343	60.891931
76.120784	60.94947
76.134966	61.009821
76.152842	61.073427
76.179179	61.14015
76.214535	61.206035
76.250795	61.260743
76.296347	61.306239
76.35238	61.345113
76.419313	61.374959
76.498927	61.395218
76.590114	61.408477
76.705815	61.409394
76.816435	61.413253
76.906979	61.427951
76.994438	61.440272
77.080941	61.447568
77.166131	61.44909
77.248696	61.443373
77.32848	61.426519
77.408144	61.401158
77.488505	61.380242
77.568212	61.364393
77.651711	61.353754
77.735902	61.350818
77.810768	61.355329
77.873421	61.365388
77.911312	61.388855
77.951742	61.411403
78.01255	61.424583
78.07482	61.437257
78.135681	61.452973
78.19521	61.475127
78.255436	61.509434
78.310668	61.556174
78.349707	61.604647
78.381947	61.659248
78.404608	61.723013
78.41507	61.796869
78.418254	61.880353
78.424255	61.973033
78.436004	62.077106
78.452004	62.19287
78.475409	62.315322
78.504016	62.438523
78.539859	62.568051
78.580886	62.702749
78.620564	62.83362
78.654692	62.95455
78.686105	63.068756
78.721358	63.183055
78.755971	63.292049
78.785466	63.396214
78.809046	63.496807
78.824317	63.591724
78.826676	63.68316
78.817339	63.771676
78.797932	63.851477
78.770407	63.922951
78.736699	63.990316
78.695998	64.050428
78.647344	64.105237
78.593525	64.161298
78.533643	64.218734
78.462866	64.277356
78.382136	64.342618
78.295267	64.413894
78.202212	64.490525
78.103942	64.569174
78.01539	64.643255
77.941762	64.709793
77.880933	64.763348
77.832038	64.807287
77.794298	64.845199
77.764829	64.878394
77.750101	64.90544
77.747638	64.926255
77.74958	64.941266
77.767531	64.945142
77.812366	64.92835
77.871862	64.899483
77.944186	64.865106
78.044854	64.819566
78.172181	64.765297
78.311567	64.710705
78.46305	64.661142
78.616982	64.608229
78.769192	64.554738
78.921705	64.508092
79.076409	64.46969
79.226678	64.441885
79.375349	64.422247
79.539548	64.410593
79.71205	64.414139
79.889107	64.438982
80.083982	64.474343
80.306119	64.506758
80.535382	64.534302
80.761449	64.56279
80.991376	64.590615
81.218065	64.613984
81.447146	64.644967
81.676872	64.682685
81.898593	64.720276
82.110342	64.756206
82.313397	64.789067
82.511148	64.820415
82.697028	64.85202
82.871097	64.886055
83.033876	64.930068
83.179032	64.971992
83.295984	65.017795
83.396428	65.078496
83.492701	65.147216
83.575262	65.225303
83.646139	65.314762
83.709263	65.411169
83.770148	65.514623
83.828503	65.621895
83.88312	65.727912
83.934859	65.831974
83.982376	65.934336
84.02478	66.034017
84.061136	66.130706
84.085649	66.220428
84.105265	66.317691
84.125126	66.421667
84.141227	66.523167
84.152801	66.622238
84.16529	66.715291
84.179541	66.79901
84.195618	66.876391
84.212614	66.9425
84.235293	66.99839
84.272763	67.051393
84.326203	67.100754
84.409589	67.139194
84.533635	67.166316
84.667236	67.194704
84.805332	67.209029
84.957115	67.20433
85.11827	67.187195
85.286684	67.156222
85.472096	67.103313
85.678783	67.029258
85.893233	66.944467
86.112371	66.852719
86.327624	66.763992
86.535875	66.682504
86.734026	66.603806
86.920343	66.527648
87.081834	66.458972
87.209349	66.392819
87.331199	66.312346
87.451596	66.232102
87.563723	66.149737
87.670888	66.049234
87.778529	65.939522
87.87321	65.835473
87.930862	65.754514
87.979269	65.682553
88.027941	65.614895
88.084597	65.54907
88.152548	65.480377
88.220512	65.412595
88.285788	65.347532
88.35049	65.284468
