X [mm], Y [mm], Z [mm], Heading [degrees], Filename, Grid X, Grid Y, Grid Z
0, 700, 80, 0, im_001_008_001.png, 0, 7, 0
100, 700, 80, 0, im_002_008_001.png, 1, 7, 0
200, 700, 80, 0, im_003_008_001.png, 2, 7, 0
300, 700, 80, 0, im_004_008_001.png, 3, 7, 0
400, 700, 80, 0, im_005_008_001.png, 4, 7, 0
500, 700, 80, 0, im_006_008_001.png, 5, 7, 0
600, 700, 80, 0, im_007_008_001.png, 6, 7, 0
700, 700, 80, 0, im_008_008_001.png, 7, 7, 0
800, 700, 80, 0, im_009_008_001.png, 8, 7, 0
2700, 700, 80, 0, im_028_008_001.png, 27, 7, 0
2800, 700, 80, 0, im_029_008_001.png, 28, 7, 0
0, 800, 80, 0, im_001_009_001.png, 0, 8, 0
100, 800, 80, 0, im_002_009_001.png, 1, 8, 0
200, 800, 80, 0, im_003_009_001.png, 2, 8, 0
300, 800, 80, 0, im_004_009_001.png, 3, 8, 0
400, 800, 80, 0, im_005_009_001.png, 4, 8, 0
500, 800, 80, 0, im_006_009_001.png, 5, 8, 0
600, 800, 80, 0, im_007_009_001.png, 6, 8, 0
700, 800, 80, 0, im_008_009_001.png, 7, 8, 0
800, 800, 80, 0, im_009_009_001.png, 8, 8, 0
900, 800, 80, 0, im_010_009_001.png, 9, 8, 0
1000, 800, 80, 0, im_011_009_001.png, 10, 8, 0
1100, 800, 80, 0, im_012_009_001.png, 11, 8, 0
1200, 800, 80, 0, im_013_009_001.png, 12, 8, 0
1300, 800, 80, 0, im_014_009_001.png, 13, 8, 0
1400, 800, 80, 0, im_015_009_001.png, 14, 8, 0
1500, 800, 80, 0, im_016_009_001.png, 15, 8, 0
1600, 800, 80, 0, im_017_009_001.png, 16, 8, 0
2800, 800, 80, 0, im_029_009_001.png, 28, 8, 0
0, 900, 80, 0, im_001_010_001.png, 0, 9, 0
100, 900, 80, 0, im_002_010_001.png, 1, 9, 0
200, 900, 80, 0, im_003_010_001.png, 2, 9, 0
300, 900, 80, 0, im_004_010_001.png, 3, 9, 0
400, 900, 80, 0, im_005_010_001.png, 4, 9, 0
500, 900, 80, 0, im_006_010_001.png, 5, 9, 0
600, 900, 80, 0, im_007_010_001.png, 6, 9, 0
700, 900, 80, 0, im_008_010_001.png, 7, 9, 0
800, 900, 80, 0, im_009_010_001.png, 8, 9, 0
900, 900, 80, 0, im_010_010_001.png, 9, 9, 0
1000, 900, 80, 0, im_011_010_001.png, 10, 9, 0
1100, 900, 80, 0, im_012_010_001.png, 11, 9, 0
1200, 900, 80, 0, im_013_010_001.png, 12, 9, 0
1300, 900, 80, 0, im_014_010_001.png, 13, 9, 0
1400, 900, 80, 0, im_015_010_001.png, 14, 9, 0
1500, 900, 80, 0, im_016_010_001.png, 15, 9, 0
1600, 900, 80, 0, im_017_010_001.png, 16, 9, 0
2800, 900, 80, 0, im_029_010_001.png, 28, 9, 0
0, 1000, 80, 0, im_001_011_001.png, 0, 10, 0
100, 1000, 80, 0, im_002_011_001.png, 1, 10, 0
200, 1000, 80, 0, im_003_011_001.png, 2, 10, 0
300, 1000, 80, 0, im_004_011_001.png, 3, 10, 0
400, 1000, 80, 0, im_005_011_001.png, 4, 10, 0
500, 1000, 80, 0, im_006_011_001.png, 5, 10, 0
600, 1000, 80, 0, im_007_011_001.png, 6, 10, 0
700, 1000, 80, 0, im_008_011_001.png, 7, 10, 0
0, 1100, 80, 0, im_001_012_001.png, 0, 11, 0
100, 1100, 80, 0, im_002_012_001.png, 1, 11, 0
200, 1100, 80, 0, im_003_012_001.png, 2, 11, 0
300, 1100, 80, 0, im_004_012_001.png, 3, 11, 0
400, 1100, 80, 0, im_005_012_001.png, 4, 11, 0
500, 1100, 80, 0, im_006_012_001.png, 5, 11, 0
600, 1100, 80, 0, im_007_012_001.png, 6, 11, 0
700, 1100, 80, 0, im_008_012_001.png, 7, 11, 0
0, 1200, 80, 0, im_001_013_001.png, 0, 12, 0
100, 1200, 80, 0, im_002_013_001.png, 1, 12, 0
200, 1200, 80, 0, im_003_013_001.png, 2, 12, 0
300, 1200, 80, 0, im_004_013_001.png, 3, 12, 0
400, 1200, 80, 0, im_005_013_001.png, 4, 12, 0
500, 1200, 80, 0, im_006_013_001.png, 5, 12, 0
600, 1200, 80, 0, im_007_013_001.png, 6, 12, 0
700, 1200, 80, 0, im_008_013_001.png, 7, 12, 0
0, 1300, 80, 0, im_001_014_001.png, 0, 13, 0
100, 1300, 80, 0, im_002_014_001.png, 1, 13, 0
200, 1300, 80, 0, im_003_014_001.png, 2, 13, 0
300, 1300, 80, 0, im_004_014_001.png, 3, 13, 0
400, 1300, 80, 0, im_005_014_001.png, 4, 13, 0
500, 1300, 80, 0, im_006_014_001.png, 5, 13, 0
600, 1300, 80, 0, im_007_014_001.png, 6, 13, 0
700, 1300, 80, 0, im_008_014_001.png, 7, 13, 0
800, 1300, 80, 0, im_009_014_001.png, 8, 13, 0
2800, 1300, 80, 0, im_029_014_001.png, 28, 13, 0
0, 1400, 80, 0, im_001_015_001.png, 0, 14, 0
100, 1400, 80, 0, im_002_015_001.png, 1, 14, 0
200, 1400, 80, 0, im_003_015_001.png, 2, 14, 0
300, 1400, 80, 0, im_004_015_001.png, 3, 14, 0
400, 1400, 80, 0, im_005_015_001.png, 4, 14, 0
500, 1400, 80, 0, im_006_015_001.png, 5, 14, 0
600, 1400, 80, 0, im_007_015_001.png, 6, 14, 0
700, 1400, 80, 0, im_008_015_001.png, 7, 14, 0
800, 1400, 80, 0, im_009_015_001.png, 8, 14, 0
2700, 1400, 80, 0, im_028_015_001.png, 27, 14, 0
2800, 1400, 80, 0, im_029_015_001.png, 28, 14, 0
0, 1500, 80, 0, im_001_016_001.png, 0, 15, 0
100, 1500, 80, 0, im_002_016_001.png, 1, 15, 0
200, 1500, 80, 0, im_003_016_001.png, 2, 15, 0
300, 1500, 80, 0, im_004_016_001.png, 3, 15, 0
400, 1500, 80, 0, im_005_016_001.png, 4, 15, 0
500, 1500, 80, 0, im_006_016_001.png, 5, 15, 0
600, 1500, 80, 0, im_007_016_001.png, 6, 15, 0
700, 1500, 80, 0, im_008_016_001.png, 7, 15, 0
800, 1500, 80, 0, im_009_016_001.png, 8, 15, 0
1900, 1500, 80, 0, im_020_016_001.png, 19, 15, 0
2600, 1500, 80, 0, im_027_016_001.png, 26, 15, 0
2700, 1500, 80, 0, im_028_016_001.png, 27, 15, 0
2800, 1500, 80, 0, im_029_016_001.png, 28, 15, 0
0, 1600, 80, 0, im_001_017_001.png, 0, 16, 0
100, 1600, 80, 0, im_002_017_001.png, 1, 16, 0
200, 1600, 80, 0, im_003_017_001.png, 2, 16, 0
300, 1600, 80, 0, im_004_017_001.png, 3, 16, 0
400, 1600, 80, 0, im_005_017_001.png, 4, 16, 0
500, 1600, 80, 0, im_006_017_001.png, 5, 16, 0
600, 1600, 80, 0, im_007_017_001.png, 6, 16, 0
700, 1600, 80, 0, im_008_017_001.png, 7, 16, 0
800, 1600, 80, 0, im_009_017_001.png, 8, 16, 0
1900, 1600, 80, 0, im_020_017_001.png, 19, 16, 0
2000, 1600, 80, 0, im_021_017_001.png, 20, 16, 0
2100, 1600, 80, 0, im_022_017_001.png, 21, 16, 0
2500, 1600, 80, 0, im_026_017_001.png, 25, 16, 0
2600, 1600, 80, 0, im_027_017_001.png, 26, 16, 0
2700, 1600, 80, 0, im_028_017_001.png, 27, 16, 0
2800, 1600, 80, 0, im_029_017_001.png, 28, 16, 0
