X [mm], Y [mm], Z [mm], Heading [degrees], Filename, Grid X, Grid Y, Grid Z
500, 600, 50, 0, im_001_007_002.png, 0, 6, 1
600, 600, 50, 0, im_002_007_002.png, 1, 6, 1
2700, 600, 50, 0, im_023_007_002.png, 22, 6, 1
2800, 600, 50, 0, im_024_007_002.png, 23, 6, 1
500, 700, 50, 0, im_001_008_002.png, 0, 7, 1
600, 700, 50, 0, im_002_008_002.png, 1, 7, 1
700, 700, 50, 0, im_003_008_002.png, 2, 7, 1
800, 700, 50, 0, im_004_008_002.png, 3, 7, 1
2700, 700, 50, 0, im_023_008_002.png, 22, 7, 1
2800, 700, 50, 0, im_024_008_002.png, 23, 7, 1
500, 800, 50, 0, im_001_009_002.png, 0, 8, 1
600, 800, 50, 0, im_002_009_002.png, 1, 8, 1
700, 800, 50, 0, im_003_009_002.png, 2, 8, 1
800, 800, 50, 0, im_004_009_002.png, 3, 8, 1
900, 800, 50, 0, im_005_009_002.png, 4, 8, 1
1000, 800, 50, 0, im_006_009_002.png, 5, 8, 1
1100, 800, 50, 0, im_007_009_002.png, 6, 8, 1
1200, 800, 50, 0, im_008_009_002.png, 7, 8, 1
1300, 800, 50, 0, im_009_009_002.png, 8, 8, 1
1400, 800, 50, 0, im_010_009_002.png, 9, 8, 1
1500, 800, 50, 0, im_011_009_002.png, 10, 8, 1
1600, 800, 50, 0, im_012_009_002.png, 11, 8, 1
2800, 800, 50, 0, im_024_009_002.png, 23, 8, 1
500, 900, 50, 0, im_001_010_002.png, 0, 9, 1
600, 900, 50, 0, im_002_010_002.png, 1, 9, 1
700, 900, 50, 0, im_003_010_002.png, 2, 9, 1
800, 900, 50, 0, im_004_010_002.png, 3, 9, 1
900, 900, 50, 0, im_005_010_002.png, 4, 9, 1
1000, 900, 50, 0, im_006_010_002.png, 5, 9, 1
1100, 900, 50, 0, im_007_010_002.png, 6, 9, 1
1200, 900, 50, 0, im_008_010_002.png, 7, 9, 1
1300, 900, 50, 0, im_009_010_002.png, 8, 9, 1
1400, 900, 50, 0, im_010_010_002.png, 9, 9, 1
1500, 900, 50, 0, im_011_010_002.png, 10, 9, 1
1600, 900, 50, 0, im_012_010_002.png, 11, 9, 1
2800, 900, 50, 0, im_024_010_002.png, 23, 9, 1
500, 1000, 50, 0, im_001_011_002.png, 0, 10, 1
600, 1000, 50, 0, im_002_011_002.png, 1, 10, 1
700, 1000, 50, 0, im_003_011_002.png, 2, 10, 1
500, 1100, 50, 0, im_001_012_002.png, 0, 11, 1
600, 1100, 50, 0, im_002_012_002.png, 1, 11, 1
700, 1100, 50, 0, im_003_012_002.png, 2, 11, 1
500, 1200, 50, 0, im_001_013_002.png, 0, 12, 1
600, 1200, 50, 0, im_002_013_002.png, 1, 12, 1
700, 1200, 50, 0, im_003_013_002.png, 2, 12, 1
500, 1300, 50, 0, im_001_014_002.png, 0, 13, 1
600, 1300, 50, 0, im_002_014_002.png, 1, 13, 1
700, 1300, 50, 0, im_003_014_002.png, 2, 13, 1
800, 1300, 50, 0, im_004_014_002.png, 3, 13, 1
2800, 1300, 50, 0, im_024_014_002.png, 23, 13, 1
500, 1400, 50, 0, im_001_015_002.png, 0, 14, 1
600, 1400, 50, 0, im_002_015_002.png, 1, 14, 1
700, 1400, 50, 0, im_003_015_002.png, 2, 14, 1
800, 1400, 50, 0, im_004_015_002.png, 3, 14, 1
2700, 1400, 50, 0, im_023_015_002.png, 22, 14, 1
2800, 1400, 50, 0, im_024_015_002.png, 23, 14, 1
500, 1500, 50, 0, im_001_016_002.png, 0, 15, 1
600, 1500, 50, 0, im_002_016_002.png, 1, 15, 1
700, 1500, 50, 0, im_003_016_002.png, 2, 15, 1
800, 1500, 50, 0, im_004_016_002.png, 3, 15, 1
1900, 1500, 50, 0, im_015_016_002.png, 14, 15, 1
2600, 1500, 50, 0, im_022_016_002.png, 21, 15, 1
2700, 1500, 50, 0, im_023_016_002.png, 22, 15, 1
2800, 1500, 50, 0, im_024_016_002.png, 23, 15, 1
500, 1600, 50, 0, im_001_017_002.png, 0, 16, 1
600, 1600, 50, 0, im_002_017_002.png, 1, 16, 1
700, 1600, 50, 0, im_003_017_002.png, 2, 16, 1
800, 1600, 50, 0, im_004_017_002.png, 3, 16, 1
1900, 1600, 50, 0, im_015_017_002.png, 14, 16, 1
2000, 1600, 50, 0, im_016_017_002.png, 15, 16, 1
2100, 1600, 50, 0, im_017_017_002.png, 16, 16, 1
2500, 1600, 50, 0, im_021_017_002.png, 20, 16, 1
2600, 1600, 50, 0, im_022_017_002.png, 21, 16, 1
2700, 1600, 50, 0, im_023_017_002.png, 22, 16, 1
2800, 1600, 50, 0, im_024_017_002.png, 23, 16, 1
500, 0, 100, 0, im_001_001_003.png, 0, 0, 2
2100, 0, 100, 0, im_017_001_003.png, 16, 0, 2
2200, 0, 100, 0, im_018_001_003.png, 17, 0, 2
2300, 0, 100, 0, im_019_001_003.png, 18, 0, 2
2400, 0, 100, 0, im_020_001_003.png, 19, 0, 2
2500, 0, 100, 0, im_021_001_003.png, 20, 0, 2
2600, 0, 100, 0, im_022_001_003.png, 21, 0, 2
2700, 0, 100, 0, im_023_001_003.png, 22, 0, 2
2800, 0, 100, 0, im_024_001_003.png, 23, 0, 2
500, 100, 100, 0, im_001_002_003.png, 0, 1, 2
2100, 100, 100, 0, im_017_002_003.png, 16, 1, 2
2200, 100, 100, 0, im_018_002_003.png, 17, 1, 2
2300, 100, 100, 0, im_019_002_003.png, 18, 1, 2
2400, 100, 100, 0, im_020_002_003.png, 19, 1, 2
2500, 100, 100, 0, im_021_002_003.png, 20, 1, 2
2600, 100, 100, 0, im_022_002_003.png, 21, 1, 2
2700, 100, 100, 0, im_023_002_003.png, 22, 1, 2
2800, 100, 100, 0, im_024_002_003.png, 23, 1, 2
500, 200, 100, 0, im_001_003_003.png, 0, 2, 2
2200, 200, 100, 0, im_018_003_003.png, 17, 2, 2
2300, 200, 100, 0, im_019_003_003.png, 18, 2, 2
2400, 200, 100, 0, im_020_003_003.png, 19, 2, 2
2500, 200, 100, 0, im_021_003_003.png, 20, 2, 2
2600, 200, 100, 0, im_022_003_003.png, 21, 2, 2
2700, 200, 100, 0, im_023_003_003.png, 22, 2, 2
2800, 200, 100, 0, im_024_003_003.png, 23, 2, 2
500, 300, 100, 0, im_001_004_003.png, 0, 3, 2
2700, 300, 100, 0, im_023_004_003.png, 22, 3, 2
2800, 300, 100, 0, im_024_004_003.png, 23, 3, 2
500, 400, 100, 0, im_001_005_003.png, 0, 4, 2
2700, 400, 100, 0, im_023_005_003.png, 22, 4, 2
2800, 400, 100, 0, im_024_005_003.png, 23, 4, 2
500, 500, 100, 0, im_001_006_003.png, 0, 5, 2
600, 500, 100, 0, im_002_006_003.png, 1, 5, 2
2700, 500, 100, 0, im_023_006_003.png, 22, 5, 2
2800, 500, 100, 0, im_024_006_003.png, 23, 5, 2
500, 600, 100, 0, im_001_007_003.png, 0, 6, 2
600, 600, 100, 0, im_002_007_003.png, 1, 6, 2
2700, 600, 100, 0, im_023_007_003.png, 22, 6, 2
2800, 600, 100, 0, im_024_007_003.png, 23, 6, 2
500, 700, 100, 0, im_001_008_003.png, 0, 7, 2
600, 700, 100, 0, im_002_008_003.png, 1, 7, 2
700, 700, 100, 0, im_003_008_003.png, 2, 7, 2
800, 700, 100, 0, im_004_008_003.png, 3, 7, 2
2700, 700, 100, 0, im_023_008_003.png, 22, 7, 2
2800, 700, 100, 0, im_024_008_003.png, 23, 7, 2
500, 800, 100, 0, im_001_009_003.png, 0, 8, 2
600, 800, 100, 0, im_002_009_003.png, 1, 8, 2
700, 800, 100, 0, im_003_009_003.png, 2, 8, 2
800, 800, 100, 0, im_004_009_003.png, 3, 8, 2
900, 800, 100, 0, im_005_009_003.png, 4, 8, 2
1000, 800, 100, 0, im_006_009_003.png, 5, 8, 2
1100, 800, 100, 0, im_007_009_003.png, 6, 8, 2
1200, 800, 100, 0, im_008_009_003.png, 7, 8, 2
1300, 800, 100, 0, im_009_009_003.png, 8, 8, 2
1400, 800, 100, 0, im_010_009_003.png, 9, 8, 2
1500, 800, 100, 0, im_011_009_003.png, 10, 8, 2
1600, 800, 100, 0, im_012_009_003.png, 11, 8, 2
2800, 800, 100, 0, im_024_009_003.png, 23, 8, 2
500, 900, 100, 0, im_001_010_003.png, 0, 9, 2
600, 900, 100, 0, im_002_010_003.png, 1, 9, 2
700, 900, 100, 0, im_003_010_003.png, 2, 9, 2
800, 900, 100, 0, im_004_010_003.png, 3, 9, 2
900, 900, 100, 0, im_005_010_003.png, 4, 9, 2
1000, 900, 100, 0, im_006_010_003.png, 5, 9, 2
1100, 900, 100, 0, im_007_010_003.png, 6, 9, 2
1200, 900, 100, 0, im_008_010_003.png, 7, 9, 2
1300, 900, 100, 0, im_009_010_003.png, 8, 9, 2
1400, 900, 100, 0, im_010_010_003.png, 9, 9, 2
1500, 900, 100, 0, im_011_010_003.png, 10, 9, 2
1600, 900, 100, 0, im_012_010_003.png, 11, 9, 2
