0,0,2250.000000,2200.000000,0,2200.000000,0
0,0,2384.999617,2272.028297,0,2248.484124,0
0,0,2519.466452,2340.975398,0,2296.039880,0
0,0,2652.869826,2406.059581,0,2342.431559,0
0,0,2784.683257,2466.523992,0,2387.426440,0
0,0,2914.386537,2521.645081,0,2430.795939,0
0,0,3041.467787,2570.740731,0,2472.316725,0
0,0,3165.425476,2613.177981,0,2511.771827,0
0,0,3285.770398,2648.380278,0,2548.951697,0
0,0,3402.027608,2675.834150,0,2583.655256,0
0,0,3513.738291,2695.095255,0,2615.690888,0
0,0,3620.461577,2705.793716,0,2644.877397,0
0,0,3721.776276,2707.638689,0,2671.044918,0
0,0,3817.282548,2700.422117,0,2694.035765,0
0,0,3906.603471,2684.021625,0,2713.705237,0
0,0,3989.386537,2658.402514,0,2729.922349,0
0,0,4065.305039,2623.618843,0,2742.570508,0
0,0,4134.059361,2579.813575,0,2751.548117,0
0,0,4195.378162,2527.217786,0,2756.769109,0
0,0,4249.019444,2466.148948,0,2758.163410,0
0,0,4294.771509,2397.008293,0,2755.677323,0
0,0,4332.453796,2320.277292,0,2749.273836,0
0,0,4361.917588,2236.513276,0,2738.932849,0
0,0,4383.046607,2146.344261,0,2724.651328,0
0,0,4395.757466,2050.463006,0,2706.443367,0
0,0,4400.000000,1949.620390,0,2684.340175,0
0,0,4395.757466,1844.618159,0,2658.389983,0
0,0,4383.046608,1736.301135,0,2628.657868,0
0,0,4361.917590,1625.548952,0,2595.225492,0
0,0,4332.453798,1513.267422,0,2558.190771,0
0,0,4294.771511,1400.379617,0,2517.667461,0
0,0,4249.019446,1287.816753,0,2473.784667,0
0,0,4195.378165,1176.508987,0,2426.686286,0
0,0,4134.059365,1067.376212,0,2376.530371,0
0,0,4065.305043,961.318960,0,2323.488433,0
0,0,3989.386541,859.209495,0,2267.744679,0
0,0,3906.603476,761.883201,0,2209.495183,0
0,0,3817.282553,670.130356,0,2148.947011,0
0,0,3721.776282,584.688373,0,2086.317284,0
0,0,3620.461583,506.234592,0,2021.832197,0
0,0,3513.738297,435.379707,0,1955.725999,0
0,0,3402.027615,372.661884,0,1888.239926,0
0,0,3285.770405,318.541644,0,1819.621108,0
