X [mm], Y [mm], Z [mm], Heading [degrees], Filename, Grid X, Grid Y, Grid Z
1900, 100, 300, 0, im_002_020.png, 19, 1, 0
2000, 100, 300, 0, im_002_021.png, 20, 1, 0
2100, 100, 300, 0, im_002_022.png, 21, 1, 0
2200, 100, 300, 0, im_002_023.png, 22, 1, 0
2300, 100, 300, 0, im_002_024.png, 23, 1, 0
2400, 100, 300, 0, im_002_025.png, 24, 1, 0
2500, 100, 300, 0, im_002_026.png, 25, 1, 0
2600, 100, 300, 0, im_002_027.png, 26, 1, 0
2700, 100, 300, 0, im_002_028.png, 27, 1, 0
2800, 100, 300, 0, im_002_029.png, 28, 1, 0
0, 200, 300, 0, im_003_001.png, 0, 2, 0
100, 200, 300, 0, im_003_002.png, 1, 2, 0
200, 200, 300, 0, im_003_003.png, 2, 2, 0
300, 200, 300, 0, im_003_004.png, 3, 2, 0
400, 200, 300, 0, im_003_005.png, 4, 2, 0
500, 200, 300, 0, im_003_006.png, 5, 2, 0
600, 200, 300, 0, im_003_007.png, 6, 2, 0
700, 200, 300, 0, im_003_008.png, 7, 2, 0
800, 200, 300, 0, im_003_009.png, 8, 2, 0
900, 200, 300, 0, im_003_010.png, 9, 2, 0
1000, 200, 300, 0, im_003_011.png, 10, 2, 0
1100, 200, 300, 0, im_003_012.png, 11, 2, 0
1200, 200, 300, 0, im_003_013.png, 12, 2, 0
1300, 200, 300, 0, im_003_014.png, 13, 2, 0
1400, 200, 300, 0, im_003_015.png, 14, 2, 0
1500, 200, 300, 0, im_003_016.png, 15, 2, 0
1600, 200, 300, 0, im_003_017.png, 16, 2, 0
1700, 200, 300, 0, im_003_018.png, 17, 2, 0
1800, 200, 300, 0, im_003_019.png, 18, 2, 0
1900, 200, 300, 0, im_003_020.png, 19, 2, 0
2000, 200, 300, 0, im_003_021.png, 20, 2, 0
2100, 200, 300, 0, im_003_022.png, 21, 2, 0
2200, 200, 300, 0, im_003_023.png, 22, 2, 0
2300, 200, 300, 0, im_003_024.png, 23, 2, 0
2400, 200, 300, 0, im_003_025.png, 24, 2, 0
2500, 200, 300, 0, im_003_026.png, 25, 2, 0
2600, 200, 300, 0, im_003_027.png, 26, 2, 0
2700, 200, 300, 0, im_003_028.png, 27, 2, 0
2800, 200, 300, 0, im_003_029.png, 28, 2, 0
0, 300, 300, 0, im_004_001.png, 0, 3, 0
100, 300, 300, 0, im_004_002.png, 1, 3, 0
200, 300, 300, 0, im_004_003.png, 2, 3, 0
300, 300, 300, 0, im_004_004.png, 3, 3, 0
400, 300, 300, 0, im_004_005.png, 4, 3, 0
500, 300, 300, 0, im_004_006.png, 5, 3, 0
600, 300, 300, 0, im_004_007.png, 6, 3, 0
700, 300, 300, 0, im_004_008.png, 7, 3, 0
800, 300, 300, 0, im_004_009.png, 8, 3, 0
900, 300, 300, 0, im_004_010.png, 9, 3, 0
1000, 300, 300, 0, im_004_011.png, 10, 3, 0
1100, 300, 300, 0, im_004_012.png, 11, 3, 0
1200, 300, 300, 0, im_004_013.png, 12, 3, 0
1300, 300, 300, 0, im_004_014.png, 13, 3, 0
1400, 300, 300, 0, im_004_015.png, 14, 3, 0
1500, 300, 300, 0, im_004_016.png, 15, 3, 0
1600, 300, 300, 0, im_004_017.png, 16, 3, 0
1700, 300, 300, 0, im_004_018.png, 17, 3, 0
1800, 300, 300, 0, im_004_019.png, 18, 3, 0
1900, 300, 300, 0, im_004_020.png, 19, 3, 0
2000, 300, 300, 0, im_004_021.png, 20, 3, 0
2100, 300, 300, 0, im_004_022.png, 21, 3, 0
2200, 300, 300, 0, im_004_023.png, 22, 3, 0
2300, 300, 300, 0, im_004_024.png, 23, 3, 0
2400, 300, 300, 0, im_004_025.png, 24, 3, 0
2500, 300, 300, 0, im_004_026.png, 25, 3, 0
2600, 300, 300, 0, im_004_027.png, 26, 3, 0
2700, 300, 300, 0, im_004_028.png, 27, 3, 0
2800, 300, 300, 0, im_004_029.png, 28, 3, 0
0, 400, 300, 0, im_005_001.png, 0, 4, 0
100, 400, 300, 0, im_005_002.png, 1, 4, 0
200, 400, 300, 0, im_005_003.png, 2, 4, 0
300, 400, 300, 0, im_005_004.png, 3, 4, 0
400, 400, 300, 0, im_005_005.png, 4, 4, 0
500, 400, 300, 0, im_005_006.png, 5, 4, 0
600, 400, 300, 0, im_005_007.png, 6, 4, 0
700, 400, 300, 0, im_005_008.png, 7, 4, 0
800, 400, 300, 0, im_005_009.png, 8, 4, 0
900, 400, 300, 0, im_005_010.png, 9, 4, 0
1000, 400, 300, 0, im_005_011.png, 10, 4, 0
1100, 400, 300, 0, im_005_012.png, 11, 4, 0
1200, 400, 300, 0, im_005_013.png, 12, 4, 0
1300, 400, 300, 0, im_005_014.png, 13, 4, 0
1400, 400, 300, 0, im_005_015.png, 14, 4, 0
1500, 400, 300, 0, im_005_016.png, 15, 4, 0
1600, 400, 300, 0, im_005_017.png, 16, 4, 0
1700, 400, 300, 0, im_005_018.png, 17, 4, 0
1800, 400, 300, 0, im_005_019.png, 18, 4, 0
1900, 400, 300, 0, im_005_020.png, 19, 4, 0
2000, 400, 300, 0, im_005_021.png, 20, 4, 0
2100, 400, 300, 0, im_005_022.png, 21, 4, 0
2200, 400, 300, 0, im_005_023.png, 22, 4, 0
2300, 400, 300, 0, im_005_024.png, 23, 4, 0
2400, 400, 300, 0, im_005_025.png, 24, 4, 0
2500, 400, 300, 0, im_005_026.png, 25, 4, 0
2600, 400, 300, 0, im_005_027.png, 26, 4, 0
2700, 400, 300, 0, im_005_028.png, 27, 4, 0
2800, 400, 300, 0, im_005_029.png, 28, 4, 0
0, 500, 300, 0, im_006_001.png, 0, 5, 0
100, 500, 300, 0, im_006_002.png, 1, 5, 0
200, 500, 300, 0, im_006_003.png, 2, 5, 0
300, 500, 300, 0, im_006_004.png, 3, 5, 0
400, 500, 300, 0, im_006_005.png, 4, 5, 0
500, 500, 300, 0, im_006_006.png, 5, 5, 0
600, 500, 300, 0, im_006_007.png, 6, 5, 0
700, 500, 300, 0, im_006_008.png, 7, 5, 0
800, 500, 300, 0, im_006_009.png, 8, 5, 0
900, 500, 300, 0, im_006_010.png, 9, 5, 0
1000, 500, 300, 0, im_006_011.png, 10, 5, 0
1100, 500, 300, 0, im_006_012.png, 11, 5, 0
1200, 500, 300, 0, im_006_013.png, 12, 5, 0
1300, 500, 300, 0, im_006_014.png, 13, 5, 0
1400, 500, 300, 0, im_006_015.png, 14, 5, 0
1500, 500, 300, 0, im_006_016.png, 15, 5, 0
1600, 500, 300, 0, im_006_017.png, 16, 5, 0
1700, 500, 300, 0, im_006_018.png, 17, 5, 0
1800, 500, 300, 0, im_006_019.png, 18, 5, 0
1900, 500, 300, 0, im_006_020.png, 19, 5, 0
2000, 500, 300, 0, im_006_021.png, 20, 5, 0
2100, 500, 300, 0, im_006_022.png, 21, 5, 0
2200, 500, 300, 0, im_006_023.png, 22, 5, 0
2300, 500, 300, 0, im_006_024.png, 23, 5, 0
2400, 500, 300, 0, im_006_025.png, 24, 5, 0
2500, 500, 300, 0, im_006_026.png, 25, 5, 0
2600, 500, 300, 0, im_006_027.png, 26, 5, 0
2700, 500, 300, 0, im_006_028.png, 27, 5, 0
2800, 500, 300, 0, im_006_029.png, 28, 5, 0
0, 600, 300, 0, im_007_001.png, 0, 6, 0
100, 600, 300, 0, im_007_002.png, 1, 6, 0
200, 600, 300, 0, im_007_003.png, 2, 6, 0
300, 600, 300, 0, im_007_004.png, 3, 6, 0
400, 600, 300, 0, im_007_005.png, 4, 6, 0
500, 600, 300, 0, im_007_006.png, 5, 6, 0
600, 600, 300, 0, im_007_007.png, 6, 6, 0
700, 600, 300, 0, im_007_008.png, 7, 6, 0
800, 600, 300, 0, im_007_009.png, 8, 6, 0
900, 600, 300, 0, im_007_010.png, 9, 6, 0
1000, 600, 300, 0, im_007_011.png, 10, 6, 0
1100, 600, 300, 0, im_007_012.png, 11, 6, 0
1200, 600, 300, 0, im_007_013.png, 12, 6, 0
1300, 600, 300, 0, im_007_014.png, 13, 6, 0
1400, 600, 300, 0, im_007_015.png, 14, 6, 0
1500, 600, 300, 0, im_007_016.png, 15, 6, 0
1600, 600, 300, 0, im_007_017.png, 16, 6, 0
1700, 600, 300, 0, im_007_018.png, 17, 6, 0
1800, 600, 300, 0, im_007_019.png, 18, 6, 0
1900, 600, 300, 0, im_007_020.png, 19, 6, 0
2000, 600, 300, 0, im_007_021.png, 20, 6, 0
2100, 600, 300, 0, im_007_022.png, 21, 6, 0
2200, 600, 300, 0, im_007_023.png, 22, 6, 0
2300, 600, 300, 0, im_007_024.png, 23, 6, 0
2400, 600, 300, 0, im_007_025.png, 24, 6, 0
2500, 600, 300, 0, im_007_026.png, 25, 6, 0
2600, 600, 300, 0, im_007_027.png, 26, 6, 0
2700, 600, 300, 0, im_007_028.png, 27, 6, 0
2800, 600, 300, 0, im_007_029.png, 28, 6, 0
0, 700, 300, 0, im_008_001.png, 0, 7, 0
100, 700, 300, 0, im_008_002.png, 1, 7, 0
200, 700, 300, 0, im_008_003.png, 2, 7, 0
300, 700, 300, 0, im_008_004.png, 3, 7, 0
400, 700, 300, 0, im_008_005.png, 4, 7, 0
500, 700, 300, 0, im_008_006.png, 5, 7, 0
600, 700, 300, 0, im_008_007.png, 6, 7, 0
700, 700, 300, 0, im_008_008.png, 7, 7, 0
800, 700, 300, 0, im_008_009.png, 8, 7, 0
900, 700, 300, 0, im_008_010.png, 9, 7, 0
1000, 700, 300, 0, im_008_011.png, 10, 7, 0
1100, 700, 300, 0, im_008_012.png, 11, 7, 0
1200, 700, 300, 0, im_008_013.png, 12, 7, 0
1300, 700, 300, 0, im_008_014.png, 13, 7, 0
1400, 700, 300, 0, im_008_015.png, 14, 7, 0
1500, 700, 300, 0, im_008_016.png, 15, 7, 0
1600, 700, 300, 0, im_008_017.png, 16, 7, 0
1700, 700, 300, 0, im_008_018.png, 17, 7, 0
1800, 700, 300, 0, im_008_019.png, 18, 7, 0
1900, 700, 300, 0, im_008_020.png, 19, 7, 0
2000, 700, 300, 0, im_008_021.png, 20, 7, 0
2100, 700, 300, 0, im_008_022.png, 21, 7, 0
2200, 700, 300, 0, im_008_023.png, 22, 7, 0
2300, 700, 300, 0, im_008_024.png, 23, 7, 0
2400, 700, 300, 0, im_008_025.png, 24, 7, 0
2500, 700, 300, 0, im_008_026.png, 25, 7, 0
2600, 700, 300, 0, im_008_027.png, 26, 7, 0
2700, 700, 300, 0, im_008_028.png, 27, 7, 0
2800, 700, 300, 0, im_008_029.png, 28, 7, 0
0, 800, 300, 0, im_009_001.png, 0, 8, 0
100, 800, 300, 0, im_009_002.png, 1, 8, 0
200, 800, 300, 0, im_009_003.png, 2, 8, 0
300, 800, 300, 0, im_009_004.png, 3, 8, 0
400, 800, 300, 0, im_009_005.png, 4, 8, 0
500, 800, 300, 0, im_009_006.png, 5, 8, 0
600, 800, 300, 0, im_009_007.png, 6, 8, 0
700, 800, 300, 0, im_009_008.png, 7, 8, 0
800, 800, 300, 0, im_009_009.png, 8, 8, 0
900, 800, 300, 0, im_009_010.png, 9, 8, 0
1000, 800, 300, 0, im_009_011.png, 10, 8, 0
1100, 800, 300, 0, im_009_012.png, 11, 8, 0
1200, 800, 300, 0, im_009_013.png, 12, 8, 0
1300, 800, 300, 0, im_009_014.png, 13, 8, 0
1400, 800, 300, 0, im_009_015.png, 14, 8, 0
1500, 800, 300, 0, im_009_016.png, 15, 8, 0
1600, 800, 300, 0, im_009_017.png, 16, 8, 0
1700, 800, 300, 0, im_009_018.png, 17, 8, 0
1800, 800, 300, 0, im_009_019.png, 18, 8, 0
1900, 800, 300, 0, im_009_020.png, 19, 8, 0
2000, 800, 300, 0, im_009_021.png, 20, 8, 0
2100, 800, 300, 0, im_009_022.png, 21, 8, 0
2200, 800, 300, 0, im_009_023.png, 22, 8, 0
2300, 800, 300, 0, im_009_024.png, 23, 8, 0
2400, 800, 300, 0, im_009_025.png, 24, 8, 0
2500, 800, 300, 0, im_009_026.png, 25, 8, 0
2600, 800, 300, 0, im_009_027.png, 26, 8, 0
2700, 800, 300, 0, im_009_028.png, 27, 8, 0
2800, 800, 300, 0, im_009_029.png, 28, 8, 0
0, 900, 300, 0, im_010_001.png, 0, 9, 0
100, 900, 300, 0, im_010_002.png, 1, 9, 0
200, 900, 300, 0, im_010_003.png, 2, 9, 0
300, 900, 300, 0, im_010_004.png, 3, 9, 0
400, 900, 300, 0, im_010_005.png, 4, 9, 0
500, 900, 300, 0, im_010_006.png, 5, 9, 0
600, 900, 300, 0, im_010_007.png, 6, 9, 0
700, 900, 300, 0, im_010_008.png, 7, 9, 0
800, 900, 300, 0, im_010_009.png, 8, 9, 0
900, 900, 300, 0, im_010_010.png, 9, 9, 0
1000, 900, 300, 0, im_010_011.png, 10, 9, 0
1100, 900, 300, 0, im_010_012.png, 11, 9, 0
1200, 900, 300, 0, im_010_013.png, 12, 9, 0
1300, 900, 300, 0, im_010_014.png, 13, 9, 0
1400, 900, 300, 0, im_010_015.png, 14, 9, 0
1500, 900, 300, 0, im_010_016.png, 15, 9, 0
1600, 900, 300, 0, im_010_017.png, 16, 9, 0
1700, 900, 300, 0, im_010_018.png, 17, 9, 0
1800, 900, 300, 0, im_010_019.png, 18, 9, 0
1900, 900, 300, 0, im_010_020.png, 19, 9, 0
2000, 900, 300, 0, im_010_021.png, 20, 9, 0
2100, 900, 300, 0, im_010_022.png, 21, 9, 0
2200, 900, 300, 0, im_010_023.png, 22, 9, 0
2300, 900, 300, 0, im_010_024.png, 23, 9, 0
2400, 900, 300, 0, im_010_025.png, 24, 9, 0
2500, 900, 300, 0, im_010_026.png, 25, 9, 0
2600, 900, 300, 0, im_010_027.png, 26, 9, 0
2700, 900, 300, 0, im_010_028.png, 27, 9, 0
2800, 900, 300, 0, im_010_029.png, 28, 9, 0
0, 1000, 300, 0, im_011_001.png, 0, 10, 0
100, 1000, 300, 0, im_011_002.png, 1, 10, 0
200, 1000, 300, 0, im_011_003.png, 2, 10, 0
300, 1000, 300, 0, im_011_004.png, 3, 10, 0
400, 1000, 300, 0, im_011_005.png, 4, 10, 0
500, 1000, 300, 0, im_011_006.png, 5, 10, 0
600, 1000, 300, 0, im_011_007.png, 6, 10, 0
700, 1000, 300, 0, im_011_008.png, 7, 10, 0
800, 1000, 300, 0, im_011_009.png, 8, 10, 0
900, 1000, 300, 0, im_011_010.png, 9, 10, 0
1000, 1000, 300, 0, im_011_011.png, 10, 10, 0
1100, 1000, 300, 0, im_011_012.png, 11, 10, 0
1200, 1000, 300, 0, im_011_013.png, 12, 10, 0
1300, 1000, 300, 0, im_011_014.png, 13, 10, 0
1400, 1000, 300, 0, im_011_015.png, 14, 10, 0
1500, 1000, 300, 0, im_011_016.png, 15, 10, 0
1600, 1000, 300, 0, im_011_017.png, 16, 10, 0
1700, 1000, 300, 0, im_011_018.png, 17, 10, 0
1800, 1000, 300, 0, im_011_019.png, 18, 10, 0
1900, 1000, 300, 0, im_011_020.png, 19, 10, 0
2000, 1000, 300, 0, im_011_021.png, 20, 10, 0
2100, 1000, 300, 0, im_011_022.png, 21, 10, 0
2200, 1000, 300, 0, im_011_023.png, 22, 10, 0
2300, 1000, 300, 0, im_011_024.png, 23, 10, 0
2400, 1000, 300, 0, im_011_025.png, 24, 10, 0
2500, 1000, 300, 0, im_011_026.png, 25, 10, 0
2600, 1000, 300, 0, im_011_027.png, 26, 10, 0
2700, 1000, 300, 0, im_011_028.png, 27, 10, 0
2800, 1000, 300, 0, im_011_029.png, 28, 10, 0
0, 1100, 300, 0, im_012_001.png, 0, 11, 0
100, 1100, 300, 0, im_012_002.png, 1, 11, 0
200, 1100, 300, 0, im_012_003.png, 2, 11, 0
300, 1100, 300, 0, im_012_004.png, 3, 11, 0
400, 1100, 300, 0, im_012_005.png, 4, 11, 0
500, 1100, 300, 0, im_012_006.png, 5, 11, 0
600, 1100, 300, 0, im_012_007.png, 6, 11, 0
700, 1100, 300, 0, im_012_008.png, 7, 11, 0
800, 1100, 300, 0, im_012_009.png, 8, 11, 0
900, 1100, 300, 0, im_012_010.png, 9, 11, 0
1000, 1100, 300, 0, im_012_011.png, 10, 11, 0
1100, 1100, 300, 0, im_012_012.png, 11, 11, 0
1200, 1100, 300, 0, im_012_013.png, 12, 11, 0
1300, 1100, 300, 0, im_012_014.png, 13, 11, 0
1400, 1100, 300, 0, im_012_015.png, 14, 11, 0
1500, 1100, 300, 0, im_012_016.png, 15, 11, 0
1600, 1100, 300, 0, im_012_017.png, 16, 11, 0
1700, 1100, 300, 0, im_012_018.png, 17, 11, 0
1800, 1100, 300, 0, im_012_019.png, 18, 11, 0
1900, 1100, 300, 0, im_012_020.png, 19, 11, 0
2000, 1100, 300, 0, im_012_021.png, 20, 11, 0
2100, 1100, 300, 0, im_012_022.png, 21, 11, 0
2200, 1100, 300, 0, im_012_023.png, 22, 11, 0
2300, 1100, 300, 0, im_012_024.png, 23, 11, 0
2400, 1100, 300, 0, im_012_025.png, 24, 11, 0
2500, 1100, 300, 0, im_012_026.png, 25, 11, 0
2600, 1100, 300, 0, im_012_027.png, 26, 11, 0
2700, 1100, 300, 0, im_012_028.png, 27, 11, 0
2800, 1100, 300, 0, im_012_029.png, 28, 11, 0
0, 1200, 300, 0, im_013_001.png, 0, 12, 0
100, 1200, 300, 0, im_013_002.png, 1, 12, 0
200, 1200, 300, 0, im_013_003.png, 2, 12, 0
300, 1200, 300, 0, im_013_004.png, 3, 12, 0
400, 1200, 300, 0, im_013_005.png, 4, 12, 0
500, 1200, 300, 0, im_013_006.png, 5, 12, 0
600, 1200, 300, 0, im_013_007.png, 6, 12, 0
700, 1200, 300, 0, im_013_008.png, 7, 12, 0
800, 1200, 300, 0, im_013_009.png, 8, 12, 0
900, 1200, 300, 0, im_013_010.png, 9, 12, 0
1000, 1200, 300, 0, im_013_011.png, 10, 12, 0
1100, 1200, 300, 0, im_013_012.png, 11, 12, 0
1200, 1200, 300, 0, im_013_013.png, 12, 12, 0
1300, 1200, 300, 0, im_013_014.png, 13, 12, 0
1400, 1200, 300, 0, im_013_015.png, 14, 12, 0
1500, 1200, 300, 0, im_013_016.png, 15, 12, 0
1600, 1200, 300, 0, im_013_017.png, 16, 12, 0
1700, 1200, 300, 0, im_013_018.png, 17, 12, 0
1800, 1200, 300, 0, im_013_019.png, 18, 12, 0
1900, 1200, 300, 0, im_013_020.png, 19, 12, 0
2000, 1200, 300, 0, im_013_021.png, 20, 12, 0
2100, 1200, 300, 0, im_013_022.png, 21, 12, 0
2200, 1200, 300, 0, im_013_023.png, 22, 12, 0
2300, 1200, 300, 0, im_013_024.png, 23, 12, 0
2400, 1200, 300, 0, im_013_025.png, 24, 12, 0
2500, 1200, 300, 0, im_013_026.png, 25, 12, 0
2600, 1200, 300, 0, im_013_027.png, 26, 12, 0
2700, 1200, 300, 0, im_013_028.png, 27, 12, 0
2800, 1200, 300, 0, im_013_029.png, 28, 12, 0
0, 1300, 300, 0, im_014_001.png, 0, 13, 0
100, 1300, 300, 0, im_014_002.png, 1, 13, 0
200, 1300, 300, 0, im_014_003.png, 2, 13, 0
300, 1300, 300, 0, im_014_004.png, 3, 13, 0
400, 1300, 300, 0, im_014_005.png, 4, 13, 0
500, 1300, 300, 0, im_014_006.png, 5, 13, 0
600, 1300, 300, 0, im_014_007.png, 6, 13, 0
700, 1300, 300, 0, im_014_008.png, 7, 13, 0
800, 1300, 300, 0, im_014_009.png, 8, 13, 0
900, 1300, 300, 0, im_014_010.png, 9, 13, 0
1000, 1300, 300, 0, im_014_011.png, 10, 13, 0
1100, 1300, 300, 0, im_014_012.png, 11, 13, 0
1200, 1300, 300, 0, im_014_013.png, 12, 13, 0
1300, 1300, 300, 0, im_014_014.png, 13, 13, 0
1400, 1300, 300, 0, im_014_015.png, 14, 13, 0
1500, 1300, 300, 0, im_014_016.png, 15, 13, 0
1600, 1300, 300, 0, im_014_017.png, 16, 13, 0
1700, 1300, 300, 0, im_014_018.png, 17, 13, 0
1800, 1300, 300, 0, im_014_019.png, 18, 13, 0
1900, 1300, 300, 0, im_014_020.png, 19, 13, 0
2000, 1300, 300, 0, im_014_021.png, 20, 13, 0
2100, 1300, 300, 0, im_014_022.png, 21, 13, 0
2200, 1300, 300, 0, im_014_023.png, 22, 13, 0
2300, 1300, 300, 0, im_014_024.png, 23, 13, 0
2400, 1300, 300, 0, im_014_025.png, 24, 13, 0
2500, 1300, 300, 0, im_014_026.png, 25, 13, 0
2600, 1300, 300, 0, im_014_027.png, 26, 13, 0
2700, 1300, 300, 0, im_014_028.png, 27, 13, 0
2800, 1300, 300, 0, im_014_029.png, 28, 13, 0
0, 1400, 300, 0, im_015_001.png, 0, 14, 0
100, 1400, 300, 0, im_015_002.png, 1, 14, 0
200, 1400, 300, 0, im_015_003.png, 2, 14, 0
300, 1400, 300, 0, im_015_004.png, 3, 14, 0
400, 1400, 300, 0, im_015_005.png, 4, 14, 0
500, 1400, 300, 0, im_015_006.png, 5, 14, 0
600, 1400, 300, 0, im_015_007.png, 6, 14, 0
700, 1400, 300, 0, im_015_008.png, 7, 14, 0
800, 1400, 300, 0, im_015_009.png, 8, 14, 0
900, 1400, 300, 0, im_015_010.png, 9, 14, 0
1000, 1400, 300, 0, im_015_011.png, 10, 14, 0
1100, 1400, 300, 0, im_015_012.png, 11, 14, 0
1200, 1400, 300, 0, im_015_013.png, 12, 14, 0
1300, 1400, 300, 0, im_015_014.png, 13, 14, 0
1400, 1400, 300, 0, im_015_015.png, 14, 14, 0
1500, 1400, 300, 0, im_015_016.png, 15, 14, 0
1600, 1400, 300, 0, im_015_017.png, 16, 14, 0
1700, 1400, 300, 0, im_015_018.png, 17, 14, 0
1800, 1400, 300, 0, im_015_019.png, 18, 14, 0
1900, 1400, 300, 0, im_015_020.png, 19, 14, 0
2000, 1400, 300, 0, im_015_021.png, 20, 14, 0
2100, 1400, 300, 0, im_015_022.png, 21, 14, 0
2200, 1400, 300, 0, im_015_023.png, 22, 14, 0
2300, 1400, 300, 0, im_015_024.png, 23, 14, 0
2400, 1400, 300, 0, im_015_025.png, 24, 14, 0
2500, 1400, 300, 0, im_015_026.png, 25, 14, 0
2600, 1400, 300, 0, im_015_027.png, 26, 14, 0
2700, 1400, 300, 0, im_015_028.png, 27, 14, 0
2800, 1400, 300, 0, im_015_029.png, 28, 14, 0
0, 1500, 300, 0, im_016_001.png, 0, 15, 0
100, 1500, 300, 0, im_016_002.png, 1, 15, 0
200, 1500, 300, 0, im_016_003.png, 2, 15, 0
300, 1500, 300, 0, im_016_004.png, 3, 15, 0
400, 1500, 300, 0, im_016_005.png, 4, 15, 0
500, 1500, 300, 0, im_016_006.png, 5, 15, 0
600, 1500, 300, 0, im_016_007.png, 6, 15, 0
700, 1500, 300, 0, im_016_008.png, 7, 15, 0
800, 1500, 300, 0, im_016_009.png, 8, 15, 0
900, 1500, 300, 0, im_016_010.png, 9, 15, 0
1000, 1500, 300, 0, im_016_011.png, 10, 15, 0
1100, 1500, 300, 0, im_016_012.png, 11, 15, 0
1200, 1500, 300, 0, im_016_013.png, 12, 15, 0
1300, 1500, 300, 0, im_016_014.png, 13, 15, 0
1400, 1500, 300, 0, im_016_015.png, 14, 15, 0
1500, 1500, 300, 0, im_016_016.png, 15, 15, 0
1600, 1500, 300, 0, im_016_017.png, 16, 15, 0
1700, 1500, 300, 0, im_016_018.png, 17, 15, 0
1800, 1500, 300, 0, im_016_019.png, 18, 15, 0
1900, 1500, 300, 0, im_016_020.png, 19, 15, 0
2000, 1500, 300, 0, im_016_021.png, 20, 15, 0
2100, 1500, 300, 0, im_016_022.png, 21, 15, 0
2200, 1500, 300, 0, im_016_023.png, 22, 15, 0
2300, 1500, 300, 0, im_016_024.png, 23, 15, 0
2400, 1500, 300, 0, im_016_025.png, 24, 15, 0
2500, 1500, 300, 0, im_016_026.png, 25, 15, 0
2600, 1500, 300, 0, im_016_027.png, 26, 15, 0
2700, 1500, 300, 0, im_016_028.png, 27, 15, 0
2800, 1500, 300, 0, im_016_029.png, 28, 15, 0
0, 1600, 300, 0, im_017_001.png, 0, 16, 0
100, 1600, 300, 0, im_017_002.png, 1, 16, 0
200, 1600, 300, 0, im_017_003.png, 2, 16, 0
300, 1600, 300, 0, im_017_004.png, 3, 16, 0
400, 1600, 300, 0, im_017_005.png, 4, 16, 0
500, 1600, 300, 0, im_017_006.png, 5, 16, 0
600, 1600, 300, 0, im_017_007.png, 6, 16, 0
700, 1600, 300, 0, im_017_008.png, 7, 16, 0
800, 1600, 300, 0, im_017_009.png, 8, 16, 0
900, 1600, 300, 0, im_017_010.png, 9, 16, 0
1000, 1600, 300, 0, im_017_011.png, 10, 16, 0
1100, 1600, 300, 0, im_017_012.png, 11, 16, 0
1200, 1600, 300, 0, im_017_013.png, 12, 16, 0
1300, 1600, 300, 0, im_017_014.png, 13, 16, 0
