trialRef,frameNumber,xCoord,yCoord,orientation,height,pitch
13970,813,1156.130435,581.3913043,221.3913043,1535.826087,0
13970,814,1158.289855,573.2028986,221.5362319,1538.391304,0
13970,815,1160.449275,565.0144928,221.6811594,1540.956522,0
13970,816,1162.608696,556.826087,221.826087,1543.521739,0
13970,817,1164.768116,548.6376812,221.9710145,1546.086957,0
13970,818,1166.927536,540.4492754,222.115942,1548.652174,0
13970,819,1169.086957,532.2608696,222.2608696,1551.217391,0
13970,820,1171.246377,524.0724638,222.4057971,1553.782609,0
13970,821,1173.405797,515.884058,222.5507246,1556.347826,0
13970,822,1175.565217,507.6956522,222.6956522,1558.913043,0
13970,823,1177.724638,499.5072464,222.8405797,1561.478261,0
13970,824,1179.884058,491.3188406,222.9855072,1564.043478,0
13970,825,1182.043478,483.1304348,223.1304348,1566.608696,0
13970,826,1184.202899,474.942029,223.2753623,1569.173913,0
13970,827,1186.362319,466.7536232,223.4202899,1571.73913,0
13970,828,1188.521739,458.5652174,223.5652174,1574.304348,0
13970,829,1190.681159,450.3768116,223.7101449,1576.869565,0
13970,830,1192.84058,442.1884058,223.8550725,1579.434783,0
13970,831,1195,434,224,1582,0
13970,832,1218,439,214,1559,0
13970,833,1240,439,204,1537,0
13970,834,1266,442,212,1528,0
13970,835,1294,451,204,1518,0
13970,836,1325,465,218,1518,0
13970,837,1359,488,222,1524,0
13970,838,1394,514,217,1521,0
13970,839,1431,536,227,1522,0
13970,840,1471,554,228,1518,0
13970,841,1506,559,214,1513,0
13970,842,1539,562,226,1512,0
13970,843,1569,562,239,1519,0
13970,844,1596,556,246,1513,0
13970,845,1622,542,251,1499,0
13970,846,1646,522,253,1474,0
13970,847,1669,491,272,1442,0
13970,848,1685,454,277,1398,0
13970,849,1695,417,271,1361,0
13970,850,1697,382,260,1329,0
13970,851,1697,354,276,1311,0
13970,852,1693,337,279,1300,0,
13970,853,1687,328,303,1293,0,
13970,854,1678,334,327,1285,0,
13970,855,1664,351,327,1278,0,
13970,856,1646,380,325,1286,0,
13970,857,1625,411,326,1302,0,
13970,858,1603,442,325,1318,0,
13970,861,1548,502,0,1425,0,YES
13970,862,1532,522,356,1456,0,
13970,863,1511,562,355,1476,0,
13970,864,1481,611,357,1488,0,
13970,865,1444,668,186,1503,0,
13970,866,1403,730,188,1509,0,
13970,867,1359,796,197,1521,0,
13970,868,1315,865,206,1528,0,
13970,869,1273,930,213,1538,0,
13970,870,1232,993,227,1538,0,
13970,871,1195,1056,234,1531,0,
13970,872,1163,1113,239,1522,0,
13970,873,1134,1167,240,1522,0,
13970,874,1107,1221,253,1490,0,
13970,929,1244,956,211,1656,0,YES
13970,930,1288,927,213,1656,0,
13970,931,1331,890,201,1653,0,
13970,932,1373,856,206,1650,0,
13970,933,1413,819,225,1644,0,
13970,934,1451,779,229,1630,0,
13970,935,1486,733,254,1610,0,
13970,936,1518,685,261,1588,0,
13970,937,1545,633,278,1564,0,
13970,938,1567,582,302,1533,0,
13970,939,1580,536,323,1492,0,
13970,940,1579,502,335,1446,0,
13970,941,1567,479,336,1399,0,
13970,942,1539,465,336,1351,0,
13970,943,1501,459,342,1309,0,
13970,944,1456,465,186,1295,0,
13970,945,1413,479,184,1306,0,
13970,947,1338,548,186,1334,0,YES
13970,948,1298,591,343,1345,0,
13970,949,1258,625,341,1366,0,
13970,950,1221,653,346,1396,0,
13970,951,1191,688,357,1441,0,
13970,952,1161,739,353,1474,0,
13970,953,1132,790,328,1512,0,
13970,1035,1244,682,185,1661,0,YES
13970,1036,1282,691,191,1672,0,
13970,1037,1321,685,199,1686,0,
13970,1038,1360,665,206,1705,0,
13970,1039,1396,625,226,1726,0,
13970,1040,1425,576,235,1737,0,
13970,1041,1448,522,223,1753,0,
13970,1043,1487,431,223,1808,0,YES
13970,1044,1504,400,254,1830,0,
13970,1045,1516,380,280,1849,0,
13970,1046,1519,368,289,1866,0,
13970,1047,1514,368,298,1887,0,
13970,1050,1471,431,192,1952,0,YES
13970,1051,1454,485,194,1960,0,
13970,1052,1435,551,195,1965,0,
13970,1053,1415,628,194,1964,0,
13970,1218,1429,1392,297,1495,0,YES
13970,1219,1425,1284,281,1465,0,
13970,1220,1416,1184,269,1451,0,
13970,1221,1409,1090,264,1456,0
13970,1222,1404,1002,267,1474,0
13970,1223,1402,924,266,1491,0
13970,1224,1398,859,256,1517,0
13970,1225,1396,808,282,1545,0
13970,1226,1391,773,271,1578,0
13970,1227,1386,759,214,1613,0
13970,1228,1382,768,197,1657,0
13970,1229,1381,805,188,1704,0
13970,1230,1381,870,358,1743,0
13970,1231,1384,959,337,1781,0
13970,1232,1384,1059,336,1806,0
13970,1233,1383,1161,350,1826,0
13970,1234,1384,1264,345,1843,0
13970,1235,1385,1372,319,1857,0
13970,1236,1386,1492,304,1868,0
13970,1261,1888,1193,334,1266,0,YES
13970,1262,1842,1116,181,1188,0,
13970,1263,1784,1070,190,1131,0,
13970,1264,1719,1050,192,1074,0,
13970,1265,1645,1047,351,1026,0,
13970,1266,1564,1044,350,987,0,
13970,1267,1479,1039,342,975,0,
13970,1268,1396,1024,333,981,0,
13970,1269,1321,999,315,1002,0,
13970,1270,1257,962,299,1043,0,
13970,1271,1207,922,308,1093,0,
13970,1272,1165,882,337,1137,0,
13970,1273,1124,845,315,1160,0,
13970,1274,1086,808,303,1179,0,
13970,1275,1057,768,293,1205,0,
13970,1276,1038,719,296,1241,0,
13970,1277,1024,668,306,1269,0,
13970,1278,1008,622,326,1283,0,
13970,1279,991,588,346,1292,0,
13970,1433,1718,1429,293,1469,0,YES
13970,1434,1733,1350,308,1420,0,
13970,1435,1737,1270,315,1365,0,
13970,1436,1733,1196,303,1316,0,
13970,1437,1723,1118,301,1279,0,
13970,1438,1709,1039,303,1227,0,
13970,1439,1686,964,311,1185,0,
13970,1440,1655,893,328,1146,0,
13970,1441,1615,836,352,1110,0,
13970,1442,1564,802,359,1085,0,
13970,1443,1506,782,356,1067,0,
13970,1444,1440,773,351,1063,0,
13970,1445,1366,776,324,1060,0,
13970,1446,1296,776,347,1078,0,
13970,1447,1229,782,356,1111,0,
13970,1448,1168,793,339,1158,0,
13970,1449,1111,802,317,1202,0,
13970,1450,1061,805,321,1252,0,
13970,1451,1014,788,327,1294,0,
13970,1525,1129,1187,313,1387,0,YES
13970,1526,1116,1053,334,1316,0,
13970,1527,1094,944,338,1261,0,
13970,1528,1059,856,333,1204,0,
13970,1529,1015,785,337,1160,0,
13970,1530,968,730,342,1134,0,
13970,1531,922,688,338,1122,0,
13970,1532,870,653,328,1101,0,
13970,1849,1572,1409,232,1248,0,YES
13970,1850,1589,1341,228,1270,0,
13970,1851,1599,1281,196,1300,0,
13970,1852,1604,1227,194,1336,0,
13970,1853,1604,1193,355,1375,0,
13970,1854,1604,1187,332,1431,0,
13970,1855,1607,1213,337,1491,0,
13970,1856,1616,1273,331,1536,0,
13970,1857,1626,1358,309,1559,0,
13970,1858,1633,1464,290,1569,0,
13970,1974,1397,1392,182,1383,0,YES
13970,1975,1470,1338,347,1378,0,
13970,1976,1542,1295,349,1382,0,
13970,1977,1612,1261,349,1394,0,
13970,1978,1678,1241,358,1411,0,
13970,1979,1740,1218,188,1439,0,
13970,1980,1797,1181,194,1473,0,
13970,1987,1849,542,340,1356,0,YES
13970,1988,1798,531,297,1300,0
13970,1989,1740,522,252,1276,0
13970,1990,1689,508,212,1285,0
13970,1991,1654,497,233,1301,0
13970,1992,1631,479,237,1305,0
13970,1993,1620,454,241,1313,0
13970,1994,1616,414,236,1325,0
13970,1995,1623,368,229,1335,0
13970,1996,1638,320,217,1352,0
13970,1997,1661,277,213,1358,0
13970,1998,1683,243,207,1357,0
13970,1999,1706,223,255,1354,0
13970,2000,1722,208,292,1337,0
13970,2001,1733,200,286,1312,0
13970,2002,1734,188,275,1294,0
13970,2003,1731,171,262,1279,0
13970,2004,1728,154,238,1279,0,
13970,2005,1727,143,235,1286,0,
13970,2006,1731,131,250,1290,0,
13970,2007,1739,120,255,1291,0,
13970,2008,1746,106,263,1291,0,
13970,2009,1755,91,256,1284,0,
13970,2010,1763,80,255,1289,0,
13970,2011,1773,71,265,1297,0,
13970,2012,1785,69,347,1305,0,
13970,2014,1785,71,289,1268,0,YES
13970,2015,1776,77,277,1267,0,
13970,2016,1767,80,275,1270,0,
13970,2017,1759,77,273,1269,0,
13970,2018,1752,74,268,1265,0,
13970,2019,1748,71,237,1265,0,
13970,2020,1746,69,193,1276,0,
13970,2022,1776,69,201,1305,0,YES
13970,2023,1784,69,319,1294,0,
13970,2024,1785,71,294,1279,0,
13970,2025,1779,74,285,1267,0,
13970,2026,1771,77,274,1267,0,
13970,2027,1764,74,270,1270,0,
13970,2028,1759,71,261,1277,0,
13970,2029,1756,69,208,1281,0,
13970,2033,1769,69,220,1285,0,YES
