X [mm], Y [mm], Z [mm], Heading [degrees], Filename, Grid X, Grid Y, Grid Z
200, 300, 0, 0, im_003_004_001.png, 2, 3, 0
300, 300, 0, 0, im_004_004_001.png, 3, 3, 0
400, 300, 0, 0, im_005_004_001.png, 4, 3, 0
500, 300, 0, 0, im_006_004_001.png, 5, 3, 0
600, 300, 0, 0, im_007_004_001.png, 6, 3, 0
700, 300, 0, 0, im_008_004_001.png, 7, 3, 0
800, 300, 0, 0, im_009_004_001.png, 8, 3, 0
900, 300, 0, 0, im_010_004_001.png, 9, 3, 0
2200, 300, 0, 0, im_023_004_001.png, 22, 3, 0
2300, 300, 0, 0, im_024_004_001.png, 23, 3, 0
2400, 300, 0, 0, im_025_004_001.png, 24, 3, 0
2500, 300, 0, 0, im_026_004_001.png, 25, 3, 0
2600, 300, 0, 0, im_027_004_001.png, 26, 3, 0
2700, 300, 0, 0, im_028_004_001.png, 27, 3, 0
2800, 300, 0, 0, im_029_004_001.png, 28, 3, 0
0, 400, 0, 0, im_001_005_001.png, 0, 4, 0
100, 400, 0, 0, im_002_005_001.png, 1, 4, 0
200, 400, 0, 0, im_003_005_001.png, 2, 4, 0
300, 400, 0, 0, im_004_005_001.png, 3, 4, 0
400, 400, 0, 0, im_005_005_001.png, 4, 4, 0
500, 400, 0, 0, im_006_005_001.png, 5, 4, 0
600, 400, 0, 0, im_007_005_001.png, 6, 4, 0
700, 400, 0, 0, im_008_005_001.png, 7, 4, 0
800, 400, 0, 0, im_009_005_001.png, 8, 4, 0
900, 400, 0, 0, im_010_005_001.png, 9, 4, 0
2200, 400, 0, 0, im_023_005_001.png, 22, 4, 0
2300, 400, 0, 0, im_024_005_001.png, 23, 4, 0
2400, 400, 0, 0, im_025_005_001.png, 24, 4, 0
2500, 400, 0, 0, im_026_005_001.png, 25, 4, 0
2600, 400, 0, 0, im_027_005_001.png, 26, 4, 0
2700, 400, 0, 0, im_028_005_001.png, 27, 4, 0
2800, 400, 0, 0, im_029_005_001.png, 28, 4, 0
0, 500, 0, 0, im_001_006_001.png, 0, 5, 0
100, 500, 0, 0, im_002_006_001.png, 1, 5, 0
200, 500, 0, 0, im_003_006_001.png, 2, 5, 0
300, 500, 0, 0, im_004_006_001.png, 3, 5, 0
400, 500, 0, 0, im_005_006_001.png, 4, 5, 0
500, 500, 0, 0, im_006_006_001.png, 5, 5, 0
600, 500, 0, 0, im_007_006_001.png, 6, 5, 0
700, 500, 0, 0, im_008_006_001.png, 7, 5, 0
800, 500, 0, 0, im_009_006_001.png, 8, 5, 0
900, 500, 0, 0, im_010_006_001.png, 9, 5, 0
2200, 500, 0, 0, im_023_006_001.png, 22, 5, 0
2300, 500, 0, 0, im_024_006_001.png, 23, 5, 0
2400, 500, 0, 0, im_025_006_001.png, 24, 5, 0
2500, 500, 0, 0, im_026_006_001.png, 25, 5, 0
2600, 500, 0, 0, im_027_006_001.png, 26, 5, 0
2700, 500, 0, 0, im_028_006_001.png, 27, 5, 0
2800, 500, 0, 0, im_029_006_001.png, 28, 5, 0
0, 600, 0, 0, im_001_007_001.png, 0, 6, 0
100, 600, 0, 0, im_002_007_001.png, 1, 6, 0
200, 600, 0, 0, im_003_007_001.png, 2, 6, 0
300, 600, 0, 0, im_004_007_001.png, 3, 6, 0
400, 600, 0, 0, im_005_007_001.png, 4, 6, 0
500, 600, 0, 0, im_006_007_001.png, 5, 6, 0
600, 600, 0, 0, im_007_007_001.png, 6, 6, 0
700, 600, 0, 0, im_008_007_001.png, 7, 6, 0
800, 600, 0, 0, im_009_007_001.png, 8, 6, 0
900, 600, 0, 0, im_010_007_001.png, 9, 6, 0
2200, 600, 0, 0, im_023_007_001.png, 22, 6, 0
2300, 600, 0, 0, im_024_007_001.png, 23, 6, 0
2400, 600, 0, 0, im_025_007_001.png, 24, 6, 0
2500, 600, 0, 0, im_026_007_001.png, 25, 6, 0
2600, 600, 0, 0, im_027_007_001.png, 26, 6, 0
2700, 600, 0, 0, im_028_007_001.png, 27, 6, 0
2800, 600, 0, 0, im_029_007_001.png, 28, 6, 0
0, 700, 0, 0, im_001_008_001.png, 0, 7, 0
100, 700, 0, 0, im_002_008_001.png, 1, 7, 0
200, 700, 0, 0, im_003_008_001.png, 2, 7, 0
300, 700, 0, 0, im_004_008_001.png, 3, 7, 0
400, 700, 0, 0, im_005_008_001.png, 4, 7, 0
500, 700, 0, 0, im_006_008_001.png, 5, 7, 0
600, 700, 0, 0, im_007_008_001.png, 6, 7, 0
700, 700, 0, 0, im_008_008_001.png, 7, 7, 0
800, 700, 0, 0, im_009_008_001.png, 8, 7, 0
900, 700, 0, 0, im_010_008_001.png, 9, 7, 0
2200, 700, 0, 0, im_023_008_001.png, 22, 7, 0
2300, 700, 0, 0, im_024_008_001.png, 23, 7, 0
2400, 700, 0, 0, im_025_008_001.png, 24, 7, 0
2500, 700, 0, 0, im_026_008_001.png, 25, 7, 0
2600, 700, 0, 0, im_027_008_001.png, 26, 7, 0
2700, 700, 0, 0, im_028_008_001.png, 27, 7, 0
2800, 700, 0, 0, im_029_008_001.png, 28, 7, 0
0, 800, 0, 0, im_001_009_001.png, 0, 8, 0
100, 800, 0, 0, im_002_009_001.png, 1, 8, 0
200, 800, 0, 0, im_003_009_001.png, 2, 8, 0
300, 800, 0, 0, im_004_009_001.png, 3, 8, 0
400, 800, 0, 0, im_005_009_001.png, 4, 8, 0
500, 800, 0, 0, im_006_009_001.png, 5, 8, 0
600, 800, 0, 0, im_007_009_001.png, 6, 8, 0
700, 800, 0, 0, im_008_009_001.png, 7, 8, 0
800, 800, 0, 0, im_009_009_001.png, 8, 8, 0
900, 800, 0, 0, im_010_009_001.png, 9, 8, 0
2200, 800, 0, 0, im_023_009_001.png, 22, 8, 0
2300, 800, 0, 0, im_024_009_001.png, 23, 8, 0
2400, 800, 0, 0, im_025_009_001.png, 24, 8, 0
2500, 800, 0, 0, im_026_009_001.png, 25, 8, 0
2600, 800, 0, 0, im_027_009_001.png, 26, 8, 0
2700, 800, 0, 0, im_028_009_001.png, 27, 8, 0
2800, 800, 0, 0, im_029_009_001.png, 28, 8, 0
0, 900, 0, 0, im_001_010_001.png, 0, 9, 0
100, 900, 0, 0, im_002_010_001.png, 1, 9, 0
200, 900, 0, 0, im_003_010_001.png, 2, 9, 0
300, 900, 0, 0, im_004_010_001.png, 3, 9, 0
400, 900, 0, 0, im_005_010_001.png, 4, 9, 0
500, 900, 0, 0, im_006_010_001.png, 5, 9, 0
600, 900, 0, 0, im_007_010_001.png, 6, 9, 0
700, 900, 0, 0, im_008_010_001.png, 7, 9, 0
800, 900, 0, 0, im_009_010_001.png, 8, 9, 0
900, 900, 0, 0, im_010_010_001.png, 9, 9, 0
2200, 900, 0, 0, im_023_010_001.png, 22, 9, 0
2300, 900, 0, 0, im_024_010_001.png, 23, 9, 0
2400, 900, 0, 0, im_025_010_001.png, 24, 9, 0
2500, 900, 0, 0, im_026_010_001.png, 25, 9, 0
2600, 900, 0, 0, im_027_010_001.png, 26, 9, 0
2700, 900, 0, 0, im_028_010_001.png, 27, 9, 0
2800, 900, 0, 0, im_029_010_001.png, 28, 9, 0
0, 1000, 0, 0, im_001_011_001.png, 0, 10, 0
100, 1000, 0, 0, im_002_011_001.png, 1, 10, 0
200, 1000, 0, 0, im_003_011_001.png, 2, 10, 0
300, 1000, 0, 0, im_004_011_001.png, 3, 10, 0
400, 1000, 0, 0, im_005_011_001.png, 4, 10, 0
500, 1000, 0, 0, im_006_011_001.png, 5, 10, 0
600, 1000, 0, 0, im_007_011_001.png, 6, 10, 0
700, 1000, 0, 0, im_008_011_001.png, 7, 10, 0
800, 1000, 0, 0, im_009_011_001.png, 8, 10, 0
900, 1000, 0, 0, im_010_011_001.png, 9, 10, 0
2200, 1000, 0, 0, im_023_011_001.png, 22, 10, 0
2300, 1000, 0, 0, im_024_011_001.png, 23, 10, 0
2400, 1000, 0, 0, im_025_011_001.png, 24, 10, 0
2500, 1000, 0, 0, im_026_011_001.png, 25, 10, 0
2600, 1000, 0, 0, im_027_011_001.png, 26, 10, 0
2700, 1000, 0, 0, im_028_011_001.png, 27, 10, 0
2800, 1000, 0, 0, im_029_011_001.png, 28, 10, 0
0, 1100, 0, 0, im_001_012_001.png, 0, 11, 0
100, 1100, 0, 0, im_002_012_001.png, 1, 11, 0
200, 1100, 0, 0, im_003_012_001.png, 2, 11, 0
300, 1100, 0, 0, im_004_012_001.png, 3, 11, 0
400, 1100, 0, 0, im_005_012_001.png, 4, 11, 0
500, 1100, 0, 0, im_006_012_001.png, 5, 11, 0
600, 1100, 0, 0, im_007_012_001.png, 6, 11, 0
700, 1100, 0, 0, im_008_012_001.png, 7, 11, 0
800, 1100, 0, 0, im_009_012_001.png, 8, 11, 0
900, 1100, 0, 0, im_010_012_001.png, 9, 11, 0
2200, 1100, 0, 0, im_023_012_001.png, 22, 11, 0
2300, 1100, 0, 0, im_024_012_001.png, 23, 11, 0
2400, 1100, 0, 0, im_025_012_001.png, 24, 11, 0
2500, 1100, 0, 0, im_026_012_001.png, 25, 11, 0
2600, 1100, 0, 0, im_027_012_001.png, 26, 11, 0
2700, 1100, 0, 0, im_028_012_001.png, 27, 11, 0
2800, 1100, 0, 0, im_029_012_001.png, 28, 11, 0
0, 1200, 0, 0, im_001_013_001.png, 0, 12, 0
100, 1200, 0, 0, im_002_013_001.png, 1, 12, 0
200, 1200, 0, 0, im_003_013_001.png, 2, 12, 0
300, 1200, 0, 0, im_004_013_001.png, 3, 12, 0
400, 1200, 0, 0, im_005_013_001.png, 4, 12, 0
500, 1200, 0, 0, im_006_013_001.png, 5, 12, 0
600, 1200, 0, 0, im_007_013_001.png, 6, 12, 0
700, 1200, 0, 0, im_008_013_001.png, 7, 12, 0
800, 1200, 0, 0, im_009_013_001.png, 8, 12, 0
900, 1200, 0, 0, im_010_013_001.png, 9, 12, 0
2200, 1200, 0, 0, im_023_013_001.png, 22, 12, 0
2300, 1200, 0, 0, im_024_013_001.png, 23, 12, 0
2400, 1200, 0, 0, im_025_013_001.png, 24, 12, 0
2500, 1200, 0, 0, im_026_013_001.png, 25, 12, 0
2600, 1200, 0, 0, im_027_013_001.png, 26, 12, 0
2700, 1200, 0, 0, im_028_013_001.png, 27, 12, 0
2800, 1200, 0, 0, im_029_013_001.png, 28, 12, 0
0, 1300, 0, 0, im_001_014_001.png, 0, 13, 0
100, 1300, 0, 0, im_002_014_001.png, 1, 13, 0
200, 1300, 0, 0, im_003_014_001.png, 2, 13, 0
300, 1300, 0, 0, im_004_014_001.png, 3, 13, 0
400, 1300, 0, 0, im_005_014_001.png, 4, 13, 0
500, 1300, 0, 0, im_006_014_001.png, 5, 13, 0
600, 1300, 0, 0, im_007_014_001.png, 6, 13, 0
700, 1300, 0, 0, im_008_014_001.png, 7, 13, 0
800, 1300, 0, 0, im_009_014_001.png, 8, 13, 0
900, 1300, 0, 0, im_010_014_001.png, 9, 13, 0
1700, 1300, 0, 0, im_018_014_001.png, 17, 13, 0
1800, 1300, 0, 0, im_019_014_001.png, 18, 13, 0
1900, 1300, 0, 0, im_020_014_001.png, 19, 13, 0
2000, 1300, 0, 0, im_021_014_001.png, 20, 13, 0
2100, 1300, 0, 0, im_022_014_001.png, 21, 13, 0
2200, 1300, 0, 0, im_023_014_001.png, 22, 13, 0
2300, 1300, 0, 0, im_024_014_001.png, 23, 13, 0
2400, 1300, 0, 0, im_025_014_001.png, 24, 13, 0
2500, 1300, 0, 0, im_026_014_001.png, 25, 13, 0
2600, 1300, 0, 0, im_027_014_001.png, 26, 13, 0
2700, 1300, 0, 0, im_028_014_001.png, 27, 13, 0
2800, 1300, 0, 0, im_029_014_001.png, 28, 13, 0
0, 1400, 0, 0, im_001_015_001.png, 0, 14, 0
100, 1400, 0, 0, im_002_015_001.png, 1, 14, 0
200, 1400, 0, 0, im_003_015_001.png, 2, 14, 0
300, 1400, 0, 0, im_004_015_001.png, 3, 14, 0
400, 1400, 0, 0, im_005_015_001.png, 4, 14, 0
500, 1400, 0, 0, im_006_015_001.png, 5, 14, 0
600, 1400, 0, 0, im_007_015_001.png, 6, 14, 0
700, 1400, 0, 0, im_008_015_001.png, 7, 14, 0
800, 1400, 0, 0, im_009_015_001.png, 8, 14, 0
900, 1400, 0, 0, im_010_015_001.png, 9, 14, 0
1000, 1400, 0, 0, im_011_015_001.png, 10, 14, 0
1100, 1400, 0, 0, im_012_015_001.png, 11, 14, 0
1200, 1400, 0, 0, im_013_015_001.png, 12, 14, 0
1300, 1400, 0, 0, im_014_015_001.png, 13, 14, 0
1400, 1400, 0, 0, im_015_015_001.png, 14, 14, 0
1500, 1400, 0, 0, im_016_015_001.png, 15, 14, 0
1600, 1400, 0, 0, im_017_015_001.png, 16, 14, 0
1700, 1400, 0, 0, im_018_015_001.png, 17, 14, 0
1800, 1400, 0, 0, im_019_015_001.png, 18, 14, 0
1900, 1400, 0, 0, im_020_015_001.png, 19, 14, 0
2000, 1400, 0, 0, im_021_015_001.png, 20, 14, 0
2100, 1400, 0, 0, im_022_015_001.png, 21, 14, 0
2200, 1400, 0, 0, im_023_015_001.png, 22, 14, 0
2300, 1400, 0, 0, im_024_015_001.png, 23, 14, 0
2400, 1400, 0, 0, im_025_015_001.png, 24, 14, 0
2500, 1400, 0, 0, im_026_015_001.png, 25, 14, 0
2600, 1400, 0, 0, im_027_015_001.png, 26, 14, 0
2700, 1400, 0, 0, im_028_015_001.png, 27, 14, 0
2800, 1400, 0, 0, im_029_015_001.png, 28, 14, 0
0, 1500, 0, 0, im_001_016_001.png, 0, 15, 0
100, 1500, 0, 0, im_002_016_001.png, 1, 15, 0
200, 1500, 0, 0, im_003_016_001.png, 2, 15, 0
300, 1500, 0, 0, im_004_016_001.png, 3, 15, 0
400, 1500, 0, 0, im_005_016_001.png, 4, 15, 0
500, 1500, 0, 0, im_006_016_001.png, 5, 15, 0
600, 1500, 0, 0, im_007_016_001.png, 6, 15, 0
700, 1500, 0, 0, im_008_016_001.png, 7, 15, 0
800, 1500, 0, 0, im_009_016_001.png, 8, 15, 0
900, 1500, 0, 0, im_010_016_001.png, 9, 15, 0
1000, 1500, 0, 0, im_011_016_001.png, 10, 15, 0
1100, 1500, 0, 0, im_012_016_001.png, 11, 15, 0
1200, 1500, 0, 0, im_013_016_001.png, 12, 15, 0
1300, 1500, 0, 0, im_014_016_001.png, 13, 15, 0
1400, 1500, 0, 0, im_015_016_001.png, 14, 15, 0
1500, 1500, 0, 0, im_016_016_001.png, 15, 15, 0
1600, 1500, 0, 0, im_017_016_001.png, 16, 15, 0
1700, 1500, 0, 0, im_018_016_001.png, 17, 15, 0
1800, 1500, 0, 0, im_019_016_001.png, 18, 15, 0
1900, 1500, 0, 0, im_020_016_001.png, 19, 15, 0
2000, 1500, 0, 0, im_021_016_001.png, 20, 15, 0
2100, 1500, 0, 0, im_022_016_001.png, 21, 15, 0
2200, 1500, 0, 0, im_023_016_001.png, 22, 15, 0
2300, 1500, 0, 0, im_024_016_001.png, 23, 15, 0
2400, 1500, 0, 0, im_025_016_001.png, 24, 15, 0
2500, 1500, 0, 0, im_026_016_001.png, 25, 15, 0
2600, 1500, 0, 0, im_027_016_001.png, 26, 15, 0
2700, 1500, 0, 0, im_028_016_001.png, 27, 15, 0
2800, 1500, 0, 0, im_029_016_001.png, 28, 15, 0
0, 1600, 0, 0, im_001_017_001.png, 0, 16, 0
100, 1600, 0, 0, im_002_017_001.png, 1, 16, 0
200, 1600, 0, 0, im_003_017_001.png, 2, 16, 0
300, 1600, 0, 0, im_004_017_001.png, 3, 16, 0
400, 1600, 0, 0, im_005_017_001.png, 4, 16, 0
500, 1600, 0, 0, im_006_017_001.png, 5, 16, 0
600, 1600, 0, 0, im_007_017_001.png, 6, 16, 0
700, 1600, 0, 0, im_008_017_001.png, 7, 16, 0
800, 1600, 0, 0, im_009_017_001.png, 8, 16, 0
900, 1600, 0, 0, im_010_017_001.png, 9, 16, 0
1000, 1600, 0, 0, im_011_017_001.png, 10, 16, 0
1100, 1600, 0, 0, im_012_017_001.png, 11, 16, 0
1200, 1600, 0, 0, im_013_017_001.png, 12, 16, 0
1300, 1600, 0, 0, im_014_017_001.png, 13, 16, 0
1400, 1600, 0, 0, im_015_017_001.png, 14, 16, 0
1500, 1600, 0, 0, im_016_017_001.png, 15, 16, 0
1600, 1600, 0, 0, im_017_017_001.png, 16, 16, 0
1700, 1600, 0, 0, im_018_017_001.png, 17, 16, 0
1800, 1600, 0, 0, im_019_017_001.png, 18, 16, 0
1900, 1600, 0, 0, im_020_017_001.png, 19, 16, 0
2000, 1600, 0, 0, im_021_017_001.png, 20, 16, 0
2100, 1600, 0, 0, im_022_017_001.png, 21, 16, 0
2200, 1600, 0, 0, im_023_017_001.png, 22, 16, 0
2300, 1600, 0, 0, im_024_017_001.png, 23, 16, 0
2400, 1600, 0, 0, im_025_017_001.png, 24, 16, 0
2500, 1600, 0, 0, im_026_017_001.png, 25, 16, 0
2600, 1600, 0, 0, im_027_017_001.png, 26, 16, 0
2700, 1600, 0, 0, im_028_017_001.png, 27, 16, 0
2800, 1600, 0, 0, im_029_017_001.png, 28, 16, 0
0, 0, 100, 0, im_001_001_002.png, 0, 0, 1
100, 0, 100, 0, im_002_001_002.png, 1, 0, 1
200, 0, 100, 0, im_003_001_002.png, 2, 0, 1
300, 0, 100, 0, im_004_001_002.png, 3, 0, 1
400, 0, 100, 0, im_005_001_002.png, 4, 0, 1
500, 0, 100, 0, im_006_001_002.png, 5, 0, 1
600, 0, 100, 0, im_007_001_002.png, 6, 0, 1
700, 0, 100, 0, im_008_001_002.png, 7, 0, 1
800, 0, 100, 0, im_009_001_002.png, 8, 0, 1
900, 0, 100, 0, im_010_001_002.png, 9, 0, 1
1000, 0, 100, 0, im_011_001_002.png, 10, 0, 1
1100, 0, 100, 0, im_012_001_002.png, 11, 0, 1
1200, 0, 100, 0, im_013_001_002.png, 12, 0, 1
1300, 0, 100, 0, im_014_001_002.png, 13, 0, 1
1400, 0, 100, 0, im_015_001_002.png, 14, 0, 1
1500, 0, 100, 0, im_016_001_002.png, 15, 0, 1
1600, 0, 100, 0, im_017_001_002.png, 16, 0, 1
1700, 0, 100, 0, im_018_001_002.png, 17, 0, 1
1800, 0, 100, 0, im_019_001_002.png, 18, 0, 1
1900, 0, 100, 0, im_020_001_002.png, 19, 0, 1
2000, 0, 100, 0, im_021_001_002.png, 20, 0, 1
2100, 0, 100, 0, im_022_001_002.png, 21, 0, 1
2200, 0, 100, 0, im_023_001_002.png, 22, 0, 1
2300, 0, 100, 0, im_024_001_002.png, 23, 0, 1
2400, 0, 100, 0, im_025_001_002.png, 24, 0, 1
2500, 0, 100, 0, im_026_001_002.png, 25, 0, 1
2600, 0, 100, 0, im_027_001_002.png, 26, 0, 1
2700, 0, 100, 0, im_028_001_002.png, 27, 0, 1
2800, 0, 100, 0, im_029_001_002.png, 28, 0, 1
0, 100, 100, 0, im_001_002_002.png, 0, 1, 1
100, 100, 100, 0, im_002_002_002.png, 1, 1, 1
200, 100, 100, 0, im_003_002_002.png, 2, 1, 1
300, 100, 100, 0, im_004_002_002.png, 3, 1, 1
400, 100, 100, 0, im_005_002_002.png, 4, 1, 1
500, 100, 100, 0, im_006_002_002.png, 5, 1, 1
600, 100, 100, 0, im_007_002_002.png, 6, 1, 1
700, 100, 100, 0, im_008_002_002.png, 7, 1, 1
800, 100, 100, 0, im_009_002_002.png, 8, 1, 1
900, 100, 100, 0, im_010_002_002.png, 9, 1, 1
1000, 100, 100, 0, im_011_002_002.png, 10, 1, 1
1100, 100, 100, 0, im_012_002_002.png, 11, 1, 1
1200, 100, 100, 0, im_013_002_002.png, 12, 1, 1
1300, 100, 100, 0, im_014_002_002.png, 13, 1, 1
1400, 100, 100, 0, im_015_002_002.png, 14, 1, 1
1500, 100, 100, 0, im_016_002_002.png, 15, 1, 1
1600, 100, 100, 0, im_017_002_002.png, 16, 1, 1
1700, 100, 100, 0, im_018_002_002.png, 17, 1, 1
1800, 100, 100, 0, im_019_002_002.png, 18, 1, 1
1900, 100, 100, 0, im_020_002_002.png, 19, 1, 1
2000, 100, 100, 0, im_021_002_002.png, 20, 1, 1
2100, 100, 100, 0, im_022_002_002.png, 21, 1, 1
2200, 100, 100, 0, im_023_002_002.png, 22, 1, 1
2300, 100, 100, 0, im_024_002_002.png, 23, 1, 1
2400, 100, 100, 0, im_025_002_002.png, 24, 1, 1
2500, 100, 100, 0, im_026_002_002.png, 25, 1, 1
2600, 100, 100, 0, im_027_002_002.png, 26, 1, 1
2700, 100, 100, 0, im_028_002_002.png, 27, 1, 1
2800, 100, 100, 0, im_029_002_002.png, 28, 1, 1
0, 200, 100, 0, im_001_003_002.png, 0, 2, 1
100, 200, 100, 0, im_002_003_002.png, 1, 2, 1
200, 200, 100, 0, im_003_003_002.png, 2, 2, 1
300, 200, 100, 0, im_004_003_002.png, 3, 2, 1
400, 200, 100, 0, im_005_003_002.png, 4, 2, 1
500, 200, 100, 0, im_006_003_002.png, 5, 2, 1
600, 200, 100, 0, im_007_003_002.png, 6, 2, 1
700, 200, 100, 0, im_008_003_002.png, 7, 2, 1
800, 200, 100, 0, im_009_003_002.png, 8, 2, 1
900, 200, 100, 0, im_010_003_002.png, 9, 2, 1
1000, 200, 100, 0, im_011_003_002.png, 10, 2, 1
1100, 200, 100, 0, im_012_003_002.png, 11, 2, 1
1200, 200, 100, 0, im_013_003_002.png, 12, 2, 1
1300, 200, 100, 0, im_014_003_002.png, 13, 2, 1
1400, 200, 100, 0, im_015_003_002.png, 14, 2, 1
1500, 200, 100, 0, im_016_003_002.png, 15, 2, 1
1600, 200, 100, 0, im_017_003_002.png, 16, 2, 1
1700, 200, 100, 0, im_018_003_002.png, 17, 2, 1
1800, 200, 100, 0, im_019_003_002.png, 18, 2, 1
1900, 200, 100, 0, im_020_003_002.png, 19, 2, 1
2000, 200, 100, 0, im_021_003_002.png, 20, 2, 1
2100, 200, 100, 0, im_022_003_002.png, 21, 2, 1
2200, 200, 100, 0, im_023_003_002.png, 22, 2, 1
2300, 200, 100, 0, im_024_003_002.png, 23, 2, 1
2400, 200, 100, 0, im_025_003_002.png, 24, 2, 1
